,hex_id,value,geometry
31,88344ccacbfffff,0,"{'type': 'Polygon', 'coordinates': [((-16.484277305731048, 28.23524849244169), (-16.489323147342528, 28.23260371759844), (-16.489319549568105, 28.22745566611769), (-16.484270700848498, 28.224952494935003), (-16.479225252665024, 28.22759705645842), (-16.479228259784595, 28.232745002461638), (-16.484277305731048, 28.23524849244169))]}"
32,88344126ddfffff,0,"{'type': 'Polygon', 'coordinates': [((-16.655791689382824, 28.170948665349687), (-16.660832270293863, 28.168296672030753), (-16.660818643613563, 28.163148129311995), (-16.65576502662191, 28.16065168238333), (-16.650724835523384, 28.163303460270416), (-16.65073787161491, 28.168451900495178), (-16.655791689382824, 28.170948665349687))]}"
33,88344c5219fffff,0,"{'type': 'Polygon', 'coordinates': [((-16.544670862383995, 28.095410602394885), (-16.549708151561685, 28.0927633034499), (-16.549701031415434, 28.08761750732295), (-16.544657211167614, 28.085119114394516), (-16.539620313104013, 28.08776619880854), (-16.53962684418536, 28.09291189065923), (-16.544670862383995, 28.095410602394885))]}"
34,883441273bfffff,0,"{'type': 'Polygon', 'coordinates': [((-16.777016687193775, 28.184482694857806), (-16.782056879925445, 28.181825601805727), (-16.78203615551312, 28.176675522281563), (-16.776975829695864, 28.17418263624339), (-16.771936024732096, 28.176839512612922), (-16.771956157828257, 28.18198949168027), (-16.777016687193775, 28.184482694857806))]}"
35,8834413505fffff,0,"{'type': 'Polygon', 'coordinates': [((-16.792713064248606, 28.315602818777347), (-16.7977606147692, 28.312945021772997), (-16.797738938671344, 28.307792098712365), (-16.792670305213235, 28.305297072988598), (-16.787623143335217, 28.30795465366073), (-16.7876442262833, 28.3131074763659), (-16.792713064248606, 28.315602818777347))]}"
36,883441350bfffff,0,"{'type': 'Polygon', 'coordinates': [((-16.772480446496814, 28.315926122816517), (-16.77752821391077, 28.313269178642027), (-16.77750772406967, 28.308116456464194), (-16.772440059889384, 28.30562077913717), (-16.7673926814843, 28.308277507198092), (-16.76741257826127, 28.31343012867669), (-16.772480446496814, 28.315926122816517))]}"
37,88344cd127fffff,0,"{'type': 'Polygon', 'coordinates': [((-16.45910370997721, 28.41326203613139), (-16.464160001681954, 28.410618356836764), (-16.464157871869755, 28.405466970119704), (-16.45910004329552, 28.40295936880276), (-16.454044147061627, 28.405602835761744), (-16.45404568394272, 28.410754116350585), (-16.45910370997721, 28.41326203613139))]}"
38,88344c5133fffff,0,"{'type': 'Polygon', 'coordinates': [((-16.675547174606944, 28.016221113384944), (-16.68057872694726, 28.0135683599881), (-16.680563970784927, 28.008422852745053), (-16.67551825090129, 28.005930200835284), (-16.670487086656525, 28.008582737974894), (-16.670501254210638, 28.013728143258703), (-16.675547174606944, 28.016221113384944))]}"
39,883441acb3fffff,0,"{'type': 'Polygon', 'coordinates': [((-16.64119290494402, 28.395237770611217), (-16.6462464873529, 28.392586367753008), (-16.64623368146643, 28.387433409559566), (-16.641167886722048, 28.38493195722567), (-16.636114696378883, 28.387583145700482), (-16.63612690872544, 28.392736000869746), (-16.64119290494402, 28.395237770611217))]}"
40,88344136e3fffff,0,"{'type': 'Polygon', 'coordinates': [((-16.656192380631893, 28.325454271060014), (-16.661241813181306, 28.322802233063356), (-16.661228138558474, 28.31765052262046), (-16.656165624064677, 28.315150952834358), (-16.651116582691426, 28.31780277600808), (-16.65112966464679, 28.322954383767986), (-16.656192380631893, 28.325454271060014))]}"
41,88344ccac1fffff,0,"{'type': 'Polygon', 'coordinates': [((-16.494372685370575, 28.23510688668516), (-16.499418428183088, 28.232461685531586), (-16.49941423970802, 28.22731352874408), (-16.494364899132506, 28.224810678394167), (-16.489319549568105, 28.22745566611769), (-16.489323147342528, 28.23260371759844), (-16.494372685370575, 28.23510688668516))]}"
42,88344cc35dfffff,0,"{'type': 'Polygon', 'coordinates': [((-16.4085525583209, 28.336679215071115), (-16.413604894386474, 28.334037658031004), (-16.413605727298986, 28.32888835636723), (-16.408554815814615, 28.326380718606707), (-16.40350287542572, 28.329022063555975), (-16.403501450856226, 28.33417125833391), (-16.4085525583209, 28.336679215071115))]}"
43,883441246dfffff,0,"{'type': 'Polygon', 'coordinates': [((-16.771936024732096, 28.176839512612922), (-16.776975829695864, 28.17418263624339), (-16.77695540453211, 28.16903276694955), (-16.77189576560614, 28.16653987453559), (-16.766856348433922, 28.16919653424688), (-16.76687618240671, 28.17434630300745), (-16.771936024732096, 28.176839512612922))]}"
44,88344c51cdfffff,0,"{'type': 'Polygon', 'coordinates': [((-16.64029593006204, 28.024493568877382), (-16.645328285727757, 28.021842286911188), (-16.645315587279473, 28.016696973607008), (-16.64027112173478, 28.01420304481284), (-16.635239154862816, 28.016854110934144), (-16.6352512647527, 28.021999321671707), (-16.64029593006204, 28.024493568877382))]}"
45,88344ccb1dfffff,0,"{'type': 'Polygon', 'coordinates': [((-16.590341104595883, 28.25689682857366), (-16.595387220606977, 28.254247575510067), (-16.595377413047412, 28.249097951586965), (-16.590322080929855, 28.24659768441626), (-16.585276356658735, 28.249246723096256), (-16.58528557277634, 28.254396243307763), (-16.590341104595883, 28.25689682857366))]}"
46,88344cc91bfffff,0,"{'type': 'Polygon', 'coordinates': [((-16.610417503314302, 28.19480709294971), (-16.615459875003744, 28.192157002887857), (-16.615448899850104, 28.187008443123457), (-16.610396143718944, 28.184510076690756), (-16.605354162860575, 28.187159951905233), (-16.605364547313343, 28.19230840837698), (-16.610417503314302, 28.19480709294971))]}"
47,88346a6d61fffff,0,"{'type': 'Polygon', 'coordinates': [((-16.27190110088595, 28.5006235929974), (-16.276964052225633, 28.49798792659862), (-16.27697290112921, 28.492836845239466), (-16.27191939190609, 28.490321539654094), (-16.266856840138715, 28.492956996114184), (-16.266847398034333, 28.49810796807572), (-16.27190110088595, 28.5006235929974))]}"
48,88344135e7fffff,0,"{'type': 'Polygon', 'coordinates': [((-16.772298781269164, 28.269555377208327), (-16.77734389173909, 28.266898452145007), (-16.777323423491197, 28.261746674444858), (-16.772258437222757, 28.25925192242938), (-16.767213715355286, 28.261908631197414), (-16.76723359116443, 28.267060308253285), (-16.772298781269164, 28.269555377208327))]}"
49,88344cc1cbfffff,0,"{'type': 'Polygon', 'coordinates': [((-16.413620703059767, 28.23621881424705), (-16.4186672271705, 28.23357702484456), (-16.4186677630124, 28.22842971529099), (-16.41362236508653, 28.225924301789306), (-16.408576235660306, 28.228565878644456), (-16.408575109487092, 28.233713081525963), (-16.413620703059767, 28.23621881424705))]}"
50,8834412681fffff,0,"{'type': 'Polygon', 'coordinates': [((-16.67593830682263, 28.155190889661956), (-16.680977795683958, 28.152538054613217), (-16.68096299288952, 28.147389628186303), (-16.67590929171375, 28.144894138917905), (-16.670870192166838, 28.147546758255167), (-16.67088440449214, 28.152695082549467), (-16.67593830682263, 28.155190889661956))]}"
51,88344ccf65fffff,0,"{'type': 'Polygon', 'coordinates': [((-16.4943259952574, 28.173335998015126), (-16.499368198807968, 28.170690802358802), (-16.499364016208066, 28.165543920060376), (-16.494318219940965, 28.163042338623658), (-16.48927640908782, 28.16568732060449), (-16.489280001815747, 28.17083409767482), (-16.4943259952574, 28.173335998015126))]}"
52,88344124c9fffff,0,"{'type': 'Polygon', 'coordinates': [((-16.70110179660853, 28.131627882479705), (-16.70613969855706, 28.12897399971111), (-16.70612342796338, 28.123825801269092), (-16.701069845699184, 28.12133158724894), (-16.696032332408713, 28.1239852539418), (-16.696048012735137, 28.129133350707683), (-16.70110179660853, 28.131627882479705))]}"
53,88344c5249fffff,0,"{'type': 'Polygon', 'coordinates': [((-16.5598515538716, 28.133785052061448), (-16.56489089929687, 28.13113710433324), (-16.564882888450377, 28.12599034492082), (-16.559836121838824, 28.123491637283315), (-16.554797167599844, 28.126139370468643), (-16.554804588797307, 28.131286025811594), (-16.5598515538716, 28.133785052061448))]}"
54,88344cd335fffff,0,"{'type': 'Polygon', 'coordinates': [((-16.408525427087152, 28.460293446967015), (-16.413584875176763, 28.45765193594735), (-16.413585710435616, 28.452500158617916), (-16.408527690940232, 28.449989999326945), (-16.40346863964244, 28.452631298750553), (-16.40346721105998, 28.457782969038476), (-16.408525427087152, 28.460293446967015))]}"
55,8834413437fffff,0,"{'type': 'Polygon', 'coordinates': [((-16.721802164230024, 28.285809478171288), (-16.726848696166304, 28.283154676597828), (-16.726831183529438, 28.278003088381357), (-16.721767731398344, 28.27550640323664), (-16.716721589113067, 28.278160989122345), (-16.716738509318642, 28.283312475817628), (-16.721802164230024, 28.285809478171288))]}"
56,88344cc98bfffff,0,"{'type': 'Polygon', 'coordinates': [((-16.595201073094294, 28.15642283378173), (-16.600241388543438, 28.153773393194193), (-16.60023130827069, 28.148625788618315), (-16.59518150267591, 28.146127728108038), (-16.590141577987396, 28.148776953860263), (-16.590151068144124, 28.15392445493529), (-16.595201073094294, 28.15642283378173))]}"
57,88344cc10bfffff,0,"{'type': 'Polygon', 'coordinates': [((-16.45400271927279, 28.266557448153907), (-16.45905062710569, 28.26391395422579), (-16.459048799875458, 28.258765586913913), (-16.453999655755506, 28.256260819536497), (-16.448952142166235, 28.258904100598745), (-16.448953378464836, 28.264052361881568), (-16.45400271927279, 28.266557448153907))]}"
58,8834412051fffff,0,"{'type': 'Polygon', 'coordinates': [((-16.86330933374857, 28.268068710982792), (-16.868353459018287, 28.26540795692427), (-16.868327656907834, 28.260255281158315), (-16.86325832235823, 28.25776345852528), (-16.85821458404228, 28.260423995306642), (-16.858239793332505, 28.265576571975227), (-16.86330933374857, 28.268068710982792))]}"
59,88344c5039fffff,0,"{'type': 'Polygon', 'coordinates': [((-16.605043193172396, 28.032756108653597), (-16.610076348417028, 28.03010629972614), (-16.6100657078671, 28.024961182699492), (-16.60502250059077, 28.02246597775127), (-16.599989734837287, 28.02511557124675), (-16.59999978687999, 28.030260585099665), (-16.605043193172396, 28.032756108653597))]}"
60,88344c5035fffff,0,"{'type': 'Polygon', 'coordinates': [((-16.62014206514875, 28.02480605283973), (-16.62517462650387, 28.022155615014473), (-16.625163105128436, 28.0170105070142), (-16.62011961087925, 28.01451593972436), (-16.615087438677726, 28.017166161923253), (-16.615098371582768, 28.02231116701557), (-16.62014206514875, 28.02480605283973))]}"
61,883441349dfffff,0,"{'type': 'Polygon', 'coordinates': [((-16.661064167972377, 28.255838165788784), (-16.66610956129088, 28.253185930126016), (-16.66609561239158, 28.248035585016137), (-16.66103686193745, 28.24553757805896), (-16.655991859089784, 28.24818959856974), (-16.656005216236352, 28.25333984116685), (-16.661064167972377, 28.255838165788784))]}"
62,88344cd239fffff,0,"{'type': 'Polygon', 'coordinates': [((-16.322528016154227, 28.469106020342327), (-16.32758871961019, 28.466468175245666), (-16.327594597646545, 28.46131716010679), (-16.322540365263507, 28.458804098546317), (-16.317480060200317, 28.4614417330226), (-16.317473589139407, 28.46659263965709), (-16.322528016154227, 28.469106020342327))]}"
63,88344cc9bdfffff,0,"{'type': 'Polygon', 'coordinates': [((-16.615350181213827, 28.140676204695108), (-16.620389408664007, 28.138025921135306), (-16.620378151975153, 28.132878431439927), (-16.615328257845015, 28.130381328421194), (-16.610289420658198, 28.133031396865526), (-16.610300087349188, 28.138178783421264), (-16.615350181213827, 28.140676204695108))]}"
64,88344ccb47fffff,0,"{'type': 'Polygon', 'coordinates': [((-16.60554126907167, 28.279848375575504), (-16.610588560170427, 28.277198479214746), (-16.610577859727723, 28.272048226376782), (-16.605520460018198, 28.26954797336016), (-16.600473560593237, 28.27219765526414), (-16.600483669215116, 28.277347804618714), (-16.60554126907167, 28.279848375575504))]}"
65,8834412619fffff,0,"{'type': 'Polygon', 'coordinates': [((-16.68616815379061, 28.20137512202929), (-16.691210188828304, 28.198721841845654), (-16.69119477930555, 28.19357235325709), (-16.686137925891103, 28.191076246847658), (-16.6810962803939, 28.193729311392612), (-16.681111098781496, 28.19887869796283), (-16.68616815379061, 28.20137512202929))]}"
66,88344ccf5dfffff,0,"{'type': 'Polygon', 'coordinates': [((-16.443888453602444, 28.174042897148993), (-16.448931147206718, 28.171399828181418), (-16.44892991350864, 28.16625347372932), (-16.443886575860244, 28.16375029430297), (-16.438844275849956, 28.16639315014581), (-16.438844919905613, 28.171539398517048), (-16.443888453602444, 28.174042897148993))]}"
67,8834412255fffff,0,"{'type': 'Polygon', 'coordinates': [((-16.83827802434997, 28.32259463791072), (-16.843325525052744, 28.319934919034974), (-16.843301174973906, 28.314781389662393), (-16.838229917648054, 28.312287678733075), (-16.83318280482977, 28.314947180815377), (-16.8332065614633, 28.320100610597482), (-16.83827802434997, 28.32259463791072))]}"
68,883441271bfffff,0,"{'type': 'Polygon', 'coordinates': [((-16.751793749883795, 28.192614902927012), (-16.756834653276766, 28.189958866227368), (-16.756815403696283, 28.184808878341883), (-16.75175584204641, 28.18231502802807), (-16.746715326944344, 28.184970848348215), (-16.74673398521189, 28.19012073533879), (-16.751793749883795, 28.192614902927012))]}"
69,88344c5069fffff,0,"{'type': 'Polygon', 'coordinates': [((-16.62024317429043, 28.071116945937334), (-16.62527837945482, 28.06846648237741), (-16.62526684596214, 28.06332039625976), (-16.620220696405582, 28.06082487664597), (-16.615185880802123, 28.06347512476185), (-16.615196825205278, 28.068621107912765), (-16.62024317429043, 28.071116945937334))]}"
70,88344c5047fffff,0,"{'type': 'Polygon', 'coordinates': [((-16.60510529992474, 28.06362911063306), (-16.61014021781951, 28.06097928534665), (-16.610129569810518, 28.05583351630044), (-16.60508459283769, 28.053337675730898), (-16.600050064705897, 28.055987285706966), (-16.600060123794993, 28.061132951540127), (-16.60510529992474, 28.06362911063306))]}"
71,88346a6e49fffff,0,"{'type': 'Polygon', 'coordinates': [((-16.135128031635105, 28.57170400220902), (-16.14019621665987, 28.569074242324078), (-16.140213096357463, 28.56392329048854), (-16.135162384517862, 28.561402210305598), (-16.130094602120344, 28.56403176204376), (-16.130077128947793, 28.569182602089096), (-16.135128031635105, 28.57170400220902))]}"
72,88344cd023fffff,0,"{'type': 'Polygon', 'coordinates': [((-16.37819954250577, 28.414323600387554), (-16.383256609539842, 28.411683358576315), (-16.38325922187004, 28.40653282567438), (-16.37820535973453, 28.404022642057253), (-16.373148689613735, 28.40666267241957), (-16.373145484727, 28.41181309782527), (-16.37819954250577, 28.414323600387554))]}"
73,88344cd051fffff,0,"{'type': 'Polygon', 'coordinates': [((-16.33267712696992, 28.438076043285918), (-16.337735955640184, 28.43543774894902), (-16.337741236886963, 28.430287239050568), (-16.33268828213081, 28.427775131760708), (-16.327629851392835, 28.430413215241657), (-16.327623977490692, 28.43556361684576), (-16.33267712696992, 28.438076043285918))]}"
74,88344c5029fffff,0,"{'type': 'Polygon', 'coordinates': [((-16.625232253567003, 28.047882788393697), (-16.63026608515052, 28.045232126012927), (-16.630254263312406, 28.040086476743745), (-16.625209198703615, 28.037591592684578), (-16.620175756387276, 28.040242039475455), (-16.62018698942351, 28.045387585892602), (-16.625232253567003, 28.047882788393697))]}"
75,8834412419fffff,0,"{'type': 'Polygon', 'coordinates': [((-16.721338000581646, 28.146753647676242), (-16.726376573878948, 28.144098908888783), (-16.726359116497438, 28.138950185678983), (-16.72130367639047, 28.136456302586442), (-16.716265491523785, 28.139110825140335), (-16.716282358344174, 28.14425944699746), (-16.721338000581646, 28.146753647676242))]}"
76,88344cc9a7fffff,0,"{'type': 'Polygon', 'coordinates': [((-16.635530183032056, 28.14036909278444), (-16.64056920455829, 28.137717961046928), (-16.640556767740964, 28.132570265585134), (-16.635505899494692, 28.13007380463576), (-16.630467267870646, 28.13272472103875), (-16.63047911460165, 28.137872313702825), (-16.635530183032056, 28.14036909278444))]}"
77,88344cd33bfffff,0,"{'type': 'Polygon', 'coordinates': [((-16.388290306574337, 28.46055389805343), (-16.39334994739205, 28.45791324818006), (-16.393351969251086, 28.45276168510473), (-16.38829494353364, 28.45025087926369), (-16.383235699868557, 28.452891317763033), (-16.383233084780112, 28.458042773454736), (-16.388290306574337, 28.46055389805343))]}"
78,88344c5151fffff,0,"{'type': 'Polygon', 'coordinates': [((-16.65045142938134, 28.055211014544778), (-16.65548544372549, 28.052559291440005), (-16.655472147360758, 28.04741322282841), (-16.650425425677767, 28.04491897973363), (-16.64539180021822, 28.04757048700564), (-16.645404507567942, 28.052716453182363), (-16.65045142938134, 28.055211014544778))]}"
79,88344cc197fffff,0,"{'type': 'Polygon', 'coordinates': [((-16.41362817911906, 28.189896843576562), (-16.418672047491807, 28.187255051334382), (-16.41867258276993, 28.182108696095575), (-16.413629839397164, 28.179604239688462), (-16.40858636529352, 28.182245819198396), (-16.40858524030517, 28.187392067825023), (-16.41362817911906, 28.189896843576562))]}"
80,88344ccb27fffff,0,"{'type': 'Polygon', 'coordinates': [((-16.635785503456546, 28.248495378466963), (-16.640830714051397, 28.245844209673457), (-16.640818246640787, 28.240694279444696), (-16.63576116018474, 28.238195620918248), (-16.630716340446224, 28.240846574803506), (-16.630728216318435, 28.245996402100644), (-16.635785503456546, 28.248495378466963))]}"
81,88344126a9fffff,0,"{'type': 'Polygon', 'coordinates': [((-16.696126441877155, 28.154875443499105), (-16.701165720848877, 28.15222176030842), (-16.70114973698526, 28.147073130129815), (-16.69609506471709, 28.144578284909297), (-16.691056174697277, 28.147231752169827), (-16.69107156800453, 28.152380280558184), (-16.696126441877155, 28.154875443499105))]}"
