,0,1,2,3,4
19048870,Precioso estudio con vistas en Playa Paraíso,https://www.airbnb.es/rooms/19048870?adults=2&children=0&infants=0&check_in=2022-05-05&check_out=2022-05-12&federated_search_id=6d13f23c-73bb-4985-8b6b-c5a4a806dddf&source_impression_id=p3_1646400606_egoECCtqhxKKZ2VE,3 huéspedes · Estudio · 2 camas · 1 baño,"['28.1199,-16.7752']",42€ 
45545618,Brand new apartment on the beachfront with pool!,https://www.airbnb.es/rooms/45545618?adults=2&children=0&infants=0&check_in=2022-05-13&check_out=2022-05-20&federated_search_id=6d13f23c-73bb-4985-8b6b-c5a4a806dddf&source_impression_id=p3_1646400617_kRsZ2I5D2%2BG0gG2v,4 huéspedes · Estudio · 1 cama · 1 baño,"['28.12262,-16.774']",41€
48619118,"Increíble piso con vista al mar en Adeje, Playa Paraiso",https://www.airbnb.es/rooms/48619118?adults=2&children=0&infants=0&check_in=2022-05-15&check_out=2022-05-22&federated_search_id=6d13f23c-73bb-4985-8b6b-c5a4a806dddf&source_impression_id=p3_1646400629_XVpg6zwvv%2BqFdNUQ,4 huéspedes · 1 dormitorio · 2 camas · 1 baño,"['28.12345,-16.77564']",30€
13231503,Primera linea de playa en Playa Paraíso.,https://www.airbnb.es/rooms/13231503?adults=2&children=0&infants=0&check_in=2022-05-05&check_out=2022-05-12&federated_search_id=6d13f23c-73bb-4985-8b6b-c5a4a806dddf&source_impression_id=p3_1646400641_FJ8t%2FCQdflNgy1jP,"2 huéspedes · Estudio · 1 cama · 1,5 baños","['28.11987,-16.77655']",39€
31979710,Apartamento Playa Paraiso II,https://www.airbnb.es/rooms/31979710?adults=2&children=0&infants=0&check_in=2022-05-09&check_out=2022-05-16&federated_search_id=6d13f23c-73bb-4985-8b6b-c5a4a806dddf&source_impression_id=p3_1646400653_9KWMW0s%2BU4ef%2BCW%2F,"4 huéspedes · 1 dormitorio · 2 camas · 1,5 baños",[],50€ 
50178381,One Bedroom ocean view apartment,https://www.airbnb.es/rooms/50178381?adults=2&children=0&infants=0&check_in=2022-05-20&check_out=2022-05-27&federated_search_id=6d13f23c-73bb-4985-8b6b-c5a4a806dddf&source_impression_id=p3_1646400665_WWlH0z5hYan5P6I9,"3 huéspedes · 1 dormitorio · 1 cama · 1,5 baños","['28.12146,-16.77585']",47€ 
36064954,"Recientemente rediseñado, cerca de la playa + wifi",https://www.airbnb.es/rooms/36064954?adults=2&children=0&infants=0&check_in=2022-05-26&check_out=2022-06-02&federated_search_id=6d13f23c-73bb-4985-8b6b-c5a4a806dddf&source_impression_id=p3_1646400677_lQrYYjz587YsT0k2,4 huéspedes · 1 dormitorio · 2 camas · 1 baño,"['28.12198,-16.77552']",49€ 
32326066,Beautiful Studio Apartment Playa Paraíso . Wifi,https://www.airbnb.es/rooms/32326066?adults=2&children=0&infants=0&check_in=2022-05-13&check_out=2022-05-20&federated_search_id=6d13f23c-73bb-4985-8b6b-c5a4a806dddf&source_impression_id=p3_1646400688_X0tRLPyXsU4IiSjb,2 huéspedes · Estudio · 2 camas · 1 baño,"['28.12346,-16.77689']",32€ 
9863616?,Estudio moderno Playa Paraíso - Wi-Fi gratuito,https://www.airbnb.es/rooms/9863616?adults=2&children=0&infants=0&check_in=2022-05-29&check_out=2022-06-05&federated_search_id=7a0704ce-153e-4435-a759-37c46ee2c942&source_impression_id=p3_1646400861_4%2BysLdrFJsSYrle9,2 huéspedes · Estudio · 1 cama · 1 baño,"['28.12301,-16.77608']",34€
22189272,Apartamento frente Hard Rock con Wi-Fi,https://www.airbnb.es/rooms/22189272?adults=2&children=0&infants=0&check_in=2022-05-13&check_out=2022-05-20&federated_search_id=7a0704ce-153e-4435-a759-37c46ee2c942&source_impression_id=p3_1646400850_eiRg0qpS5nkyUf3M,3 huéspedes · Estudio · 4 camas · 1 baño,"['28.11941,-16.772']",36€
