,0,1,2,3,4
51184298,"Room Nº1 Villa Slowly, Wifi, heated pool and views",https://www.airbnb.es/rooms/51184298?adults=2&children=0&infants=0&check_in=2022-05-10&check_out=2022-05-15&federated_search_id=1fba6511-69f7-4af9-8942-b8530df86403&source_impression_id=p3_1646521265_WCjM9vGVf7z%2FVuIM,2 huéspedes · 1 dormitorio · 1 cama · 1 baño privado,"['28.3719,-16.7621']",38€
45421282,Espectaculares vistas al Roque de Garachico,https://www.airbnb.es/rooms/45421282?adults=2&children=0&infants=0&check_in=2022-05-01&check_out=2022-05-08&federated_search_id=1fba6511-69f7-4af9-8942-b8530df86403&source_impression_id=p3_1646521276_bZZJn5h5MJNDldTx,4 huéspedes · 3 dormitorios · 3 camas · 1 baño,"['28.37446,-16.74269']",51€
28430613,La casita de Brownie,https://www.airbnb.es/rooms/28430613?adults=2&children=0&infants=0&check_in=2022-05-11&check_out=2022-05-18&federated_search_id=1fba6511-69f7-4af9-8942-b8530df86403&source_impression_id=p3_1646521288_Ktr9i8i9mCOdF997,4 huéspedes · 1 dormitorio · 1 cama · 1 baño,"['28.37145,-16.76088']",45€
38936975,"Garachico , Apartamento Estudio La Penca 2",https://www.airbnb.es/rooms/38936975?adults=2&children=0&infants=0&check_in=2022-05-12&check_out=2022-05-19&federated_search_id=1fba6511-69f7-4af9-8942-b8530df86403&source_impression_id=p3_1646521300_Wbz%2BesxCOPoi%2BZvS,2 huéspedes · Estudio · 1 cama · 1 baño,"['28.37137,-16.76459']",39€
33387054,La casita roja,https://www.airbnb.es/rooms/33387054?adults=2&children=0&infants=0&check_in=2022-05-16&check_out=2022-05-23&federated_search_id=1fba6511-69f7-4af9-8942-b8530df86403&source_impression_id=p3_1646521312_KEkn4Czus0r1G6N%2F,"2 huéspedes · 1 dormitorio · 1 cama · 1,5 baños","['28.36549,-16.75897']",40€ 
16096366,"Terrazas Malpais 1, El Guincho/Garachico, Tenerife",https://www.airbnb.es/rooms/16096366?adults=2&children=0&infants=0&check_in=2022-05-06&check_out=2022-05-13&federated_search_id=1fba6511-69f7-4af9-8942-b8530df86403&source_impression_id=p3_1646521323_IzaER1%2BPxCG%2F1xry,3 huéspedes · 1 dormitorio · 3 camas · 1 baño,"['28.37396,-16.73608']",47€
1975278?,LA CASA ROJA 55-JERÓNIMO. Espacio de descanso,https://www.airbnb.es/rooms/1975278?adults=2&children=0&infants=0&check_in=2022-05-06&check_out=2022-05-13&federated_search_id=1fba6511-69f7-4af9-8942-b8530df86403&source_impression_id=p3_1646521335_qUaUBnIL9zBhah9J,2 huéspedes · 1 dormitorio · 1 cama · 1 baño,"['28.3743,-16.7627']",60€
27349183,Casa En Garachico,https://www.airbnb.es/rooms/27349183?adults=2&children=0&infants=0&check_in=2022-05-27&check_out=2022-06-03&federated_search_id=1fba6511-69f7-4af9-8942-b8530df86403&source_impression_id=p3_1646521347_%2FwExYazqUyXs2NEp,6 huéspedes · 2 dormitorios · 3 camas · 1 baño,"['28.37276,-16.76492']",34€
46748614,Terraza con espectaculares vistas al Mar,https://www.airbnb.es/rooms/46748614?adults=2&children=0&infants=0&check_in=2022-05-12&check_out=2022-05-17&federated_search_id=1fba6511-69f7-4af9-8942-b8530df86403&source_impression_id=p3_1646521359_TOqmlwMAmuNrkgan,2 huéspedes · 1 dormitorio · 1 cama · 1 baño,"['28.37293,-16.76207']",80€
19493996,La casita de Daise,https://www.airbnb.es/rooms/19493996?adults=2&children=0&infants=0&check_in=2022-05-24&check_out=2022-05-31&federated_search_id=1fba6511-69f7-4af9-8942-b8530df86403&source_impression_id=p3_1646521371_g1vft5hhI%2B4tUGlj,4 huéspedes · 2 dormitorios · 2 camas · 1 baño,"['28.37054,-16.76171']",45€
