,0,1,2,3,4
30129091,Espectaculares vistas y atardeceres sobre el mar,https://www.airbnb.es/rooms/30129091?adults=2&children=0&infants=0&check_in=2022-05-01&check_out=2022-05-06&federated_search_id=7e2d1708-ac37-4e86-9509-ec89ebc964ea&source_impression_id=p3_1646302912_r88S3KdEJA6vof02,3 huéspedes · 1 dormitorio · 1 cama · 1 baño,[],37€
48649367,Casita con piscina/ vistas al mar y plataneras,https://www.airbnb.es/rooms/48649367?adults=2&children=0&infants=0&check_in=2022-05-19&check_out=2022-05-26&federated_search_id=7e2d1708-ac37-4e86-9509-ec89ebc964ea&source_impression_id=p3_1646302926_AnEpJja%2BpaesUen8,2 huéspedes · 1 dormitorio · 1 cama · 1 baño,[],65€ 
36753565,"Acogedor estudio ""Drago"" con balcón y vistas increíbles",https://www.airbnb.es/rooms/36753565?adults=2&children=0&infants=0&check_in=2022-05-31&check_out=2022-06-07&federated_search_id=7e2d1708-ac37-4e86-9509-ec89ebc964ea&source_impression_id=p3_1646302940_tYZ1bERNfNCHsGRR,3 huéspedes · Estudio · 2 camas · 1 baño,"['28.3763,-16.7227']",35€
21546338,Espectacular Puesta de Sol,https://www.airbnb.es/rooms/21546338?adults=2&children=0&infants=0&check_in=2022-05-25&check_out=2022-06-01&federated_search_id=7e2d1708-ac37-4e86-9509-ec89ebc964ea&source_impression_id=p3_1646302952_aPDKIm9E9KJAbdga,3 huéspedes · 1 dormitorio · 1 cama · 1 baño,"['28.3754,-16.7101']",32€
34746516,The 70 fly luxury,https://www.airbnb.es/rooms/34746516?adults=2&children=0&infants=0&check_in=2022-05-28&check_out=2022-06-04&federated_search_id=7e2d1708-ac37-4e86-9509-ec89ebc964ea&source_impression_id=p3_1646302964_HLj911KUD%2FES1UYq,3 huéspedes · 2 dormitorios · 2 camas · 1 baño,"['28.37697,-16.71272']",45€
39226263,Las mejores vistas al horizonte en Icod,https://www.airbnb.es/rooms/39226263?adults=2&children=0&infants=0&check_in=2022-05-15&check_out=2022-05-22&federated_search_id=7e2d1708-ac37-4e86-9509-ec89ebc964ea&source_impression_id=p3_1646302976_PtrwmPDUoRC3mZ%2FC,2 huéspedes · 1 dormitorio · 1 cama · 1 baño,"['28.3797,-16.7238']",35€
23016789,Apartamento vista al mar,https://www.airbnb.es/rooms/23016789?adults=2&children=0&infants=0&check_in=2022-05-14&check_out=2022-05-21&federated_search_id=7e2d1708-ac37-4e86-9509-ec89ebc964ea&source_impression_id=p3_1646302988_g1jrtFLlD%2F0zamiN,4 huéspedes · 1 dormitorio · 2 camas · 1 baño,"['28.37809,-16.72352']",40€ 
45701524,Susurro Marino en el Norte de Tenerife,https://www.airbnb.es/rooms/45701524?adults=2&children=0&infants=0&check_in=2022-05-11&check_out=2022-05-18&federated_search_id=244e9077-8c5e-4689-8a4f-a3876a3217b7&source_impression_id=p3_1646303164_96g7FfbNemRIh4ev,2 huéspedes · 1 dormitorio · 1 cama · 1 baño,"['28.37941,-16.72318']",39€ 
28248060,Apartamento Alma,https://www.airbnb.es/rooms/28248060?adults=2&children=0&infants=0&check_in=2022-05-16&check_out=2022-05-23&federated_search_id=244e9077-8c5e-4689-8a4f-a3876a3217b7&source_impression_id=p3_1646303176_gyJtigkKivwNh6zy,4 huéspedes · 2 dormitorios · 3 camas · 1 baño,"['28.3874,-16.6738']",45€
51081943,Precioso apartamento en casco histórico + parking,https://www.airbnb.es/rooms/51081943?adults=2&children=0&infants=0&check_in=2022-05-26&check_out=2022-06-02&federated_search_id=7e2d1708-ac37-4e86-9509-ec89ebc964ea&source_impression_id=p3_1646303024_cSCW1mfuUK5OxzUa,3 huéspedes · 2 dormitorios · 2 camas · 1 baño,"['28.36652,-16.71872']",45€ 
40157274,"Mundo Beach House, Playa San Marcos. Tenerife",https://www.airbnb.es/rooms/40157274?adults=2&children=0&infants=0&check_in=2022-05-09&check_out=2022-05-14&federated_search_id=7e2d1708-ac37-4e86-9509-ec89ebc964ea&source_impression_id=p3_1646303036_Jy5b2H%2BjEudTB2mP,4 huéspedes · 1 dormitorio · 2 camas · 1 baño,"['28.3777,-16.7248']",48€
47366423,Casa antigua / vistas al mar / pueblo tranquilo,https://www.airbnb.es/rooms/47366423?adults=2&children=0&infants=0&check_in=2022-05-29&check_out=2022-06-05&federated_search_id=244e9077-8c5e-4689-8a4f-a3876a3217b7&source_impression_id=p3_1646303295_ROYyPJS6fsPKP7%2Fp,"2 huéspedes · 1 dormitorio · 2 camas · 1,5 baños","['28.38943,-16.65473']",85€ 
51123218,Over Open Sea Apartment. Tenerife North.,https://www.airbnb.es/rooms/51123218?adults=2&children=0&infants=0&check_in=2022-05-14&check_out=2022-05-21&federated_search_id=244e9077-8c5e-4689-8a4f-a3876a3217b7&source_impression_id=p3_1646303199_9Dl5Bq71oUsxvg3B,2 huéspedes · 1 dormitorio · 1 cama · 1 baño,"['28.3794,-16.7216']",52€
27051109,Mirador Playa San Marcos,https://www.airbnb.es/rooms/27051109?adults=2&children=0&infants=0&check_in=2022-05-26&check_out=2022-06-02&federated_search_id=d61e7a70-34c6-4d85-be4b-e4b36197073f&source_impression_id=p3_1646303481_uArFyk%2FxYmrU%2Fs6F,2 huéspedes · Estudio · 2 camas · 1 baño,"['28.3803,-16.7226']",34€ 
52819562,preciosos atardeceres,https://www.airbnb.es/rooms/52819562?adults=2&children=0&infants=0&check_in=2022-05-05&check_out=2022-05-12&federated_search_id=7e2d1708-ac37-4e86-9509-ec89ebc964ea&source_impression_id=p3_1646303085_87UHPCz9RmLL%2FDFI,3 huéspedes · 1 dormitorio · 2 camas · 1 baño,"['28.37787,-16.72356']",40€ 
28106704,apartamento Playa Monis,https://www.airbnb.es/rooms/28106704?adults=2&children=0&infants=0&check_in=2022-05-26&check_out=2022-06-02&federated_search_id=7e2d1708-ac37-4e86-9509-ec89ebc964ea&source_impression_id=p3_1646303097_QGM7%2FoviXS5Fq9YL,2 huéspedes · 1 dormitorio · 2 camas · 1 baño,"['28.38108,-16.72291']",45€
32663200,Live San Marcos Callao,https://www.airbnb.es/rooms/32663200?adults=2&children=0&infants=0&check_in=2022-05-20&check_out=2022-05-27&federated_search_id=7e2d1708-ac37-4e86-9509-ec89ebc964ea&source_impression_id=p3_1646303109_N0R1aUsKJRlklpAo,4 huéspedes · 2 dormitorios · 2 camas · 1 baño,"['28.38055,-16.72304']",64€ 
34333490,Apartamento en Playa de San Marcos con WIFI,https://www.airbnb.es/rooms/34333490?adults=2&children=0&infants=0&check_in=2022-05-02&check_out=2022-05-09&federated_search_id=244e9077-8c5e-4689-8a4f-a3876a3217b7&source_impression_id=p3_1646303235_0SDOAnfQX5Zzm4EQ,2 huéspedes · 2 dormitorios · 3 camas · 1 baño,"['28.37842,-16.72472']",42€
47992164,# Apartamento con vista al mar 2 #Wifi #Piscina,https://www.airbnb.es/rooms/47992164?adults=2&children=0&infants=0&check_in=2022-05-30&check_out=2022-06-06&federated_search_id=7e2d1708-ac37-4e86-9509-ec89ebc964ea&source_impression_id=p3_1646303134_M0LFEApSYSQQLElG,4 huéspedes · 1 dormitorio · 2 camas · 1 baño,"['28.38057,-16.72286']",50€
2295289?,Casita Racimo,https://www.airbnb.es/rooms/2295289?adults=2&children=0&infants=0&check_in=2022-05-07&check_out=2022-05-14&federated_search_id=244e9077-8c5e-4689-8a4f-a3876a3217b7&source_impression_id=p3_1646303212_ixXY4tBCeGPkGeMT,4 huéspedes · 2 dormitorios · 3 camas · 1 baño,[],55€
48578784,Villa la Maresia / El Faro,https://www.airbnb.es/rooms/48578784?adults=2&children=0&infants=0&check_in=2022-05-13&check_out=2022-05-20&federated_search_id=244e9077-8c5e-4689-8a4f-a3876a3217b7&source_impression_id=p3_1646303187_VSGjDSsX6VDmuvuT,4 huéspedes · 2 dormitorios · 3 camas · 1 baño,"['28.37451,-16.704']",95€
36234220,# Estudio con vistas al mar #WIFI #Piscina,https://www.airbnb.es/rooms/36234220?adults=2&children=0&infants=0&check_in=2022-05-01&check_out=2022-05-08&federated_search_id=244e9077-8c5e-4689-8a4f-a3876a3217b7&source_impression_id=p3_1646303224_Tc2K8vOnmvw%2FxXYE,2 huéspedes · 1 dormitorio · 1 cama · 1 baño,"['28.3805,-16.7229']",50€
6369773?,Soláriums privados con vistas al mar y Teide [I],https://www.airbnb.es/rooms/6369773?adults=2&children=0&infants=0&check_in=2022-05-27&check_out=2022-06-03&federated_search_id=244e9077-8c5e-4689-8a4f-a3876a3217b7&source_impression_id=p3_1646303248_MebuNQmSn%2Bsp5OpS,2 huéspedes · 1 dormitorio · 1 cama · 1 baño,[],99€ 
52792324,Bodeguita - Finca Tabaiba by TOR,https://www.airbnb.es/rooms/52792324?adults=2&children=0&infants=0&check_in=2022-05-25&check_out=2022-06-01&federated_search_id=244e9077-8c5e-4689-8a4f-a3876a3217b7&source_impression_id=p3_1646303259_1NW8OfKsM7o7eQId,3 huéspedes · 2 dormitorios · 2 camas · 1 baño,"['28.3865,-16.6863']",83€ 
52852251,La Torre - Finca Tabaiba by TOR,https://www.airbnb.es/rooms/52852251?adults=2&children=0&infants=0&check_in=2022-05-27&check_out=2022-06-03&federated_search_id=244e9077-8c5e-4689-8a4f-a3876a3217b7&source_impression_id=p3_1646303271_mkiHwnlH98nhC3Kp,3 huéspedes · 1 dormitorio · 2 camas · 1 baño,"['28.3865,-16.6861']",118€ 
31018442,Chalet Las Viñas 2,https://www.airbnb.es/rooms/31018442?adults=2&children=0&infants=0&check_in=2022-05-25&check_out=2022-06-01&federated_search_id=244e9077-8c5e-4689-8a4f-a3876a3217b7&source_impression_id=p3_1646303283_huaZB1FCx%2FSqAsAk,4 huéspedes · 2 dormitorios · 3 camas · 2 baños,"['28.38099,-16.69974']",70€ 
38700029,Estudio San Antonio Plaza V.v,https://www.airbnb.es/rooms/38700029?adults=2&children=0&infants=0&check_in=2022-05-14&check_out=2022-05-21&federated_search_id=244e9077-8c5e-4689-8a4f-a3876a3217b7&source_impression_id=p3_1646303307_xhwa21nX33TkRTeD,2 huéspedes · Estudio · 1 cama · 1 baño,"['28.3643,-16.7185']",40€ 
34648818,***** Just do it : take my Superhost lovin’ place,https://www.airbnb.es/rooms/34648818?adults=2&children=0&infants=0&check_in=2022-05-07&check_out=2022-05-14&federated_search_id=244e9077-8c5e-4689-8a4f-a3876a3217b7&source_impression_id=p3_1646303320_A2Ct5hFwNl5B1TsP,3 huéspedes · 1 dormitorio · 2 camas · 1 baño,"['28.38158,-16.72154']",58€ 
35297526,Sunset Ocean View,https://www.airbnb.es/rooms/35297526?adults=2&children=0&infants=0&check_in=2022-05-17&check_out=2022-05-24&federated_search_id=244e9077-8c5e-4689-8a4f-a3876a3217b7&source_impression_id=p3_1646303332_oLswfiBsDCuCHKA0,4 huéspedes · 1 dormitorio · 2 camas · 1 baño,"['28.38133,-16.72295']",42€
52792538,Pajar - Finca Tabaiba By TOR,https://www.airbnb.es/rooms/52792538?adults=2&children=0&infants=0&check_in=2022-05-28&check_out=2022-06-04&federated_search_id=244e9077-8c5e-4689-8a4f-a3876a3217b7&source_impression_id=p3_1646303344_LHpip4I0xMu%2B%2BdVg,2 huéspedes · 1 dormitorio · 1 cama · 1 baño,"['28.3865,-16.6863']",118€ 
18005899,Estudio con vistas al Océano y Playa. Tenerife,https://www.airbnb.es/rooms/18005899?adults=2&children=0&infants=0&check_in=2022-05-22&check_out=2022-05-29&federated_search_id=244e9077-8c5e-4689-8a4f-a3876a3217b7&source_impression_id=p3_1646303355_mQtrYsFuST%2F5yMcF,2 huéspedes · 1 dormitorio · 1 cama · 1 baño,"['28.37771,-16.72363']",42€
51810104,"Casa Los Grabados, piscina, vistas, BBQ y zen !!!",https://www.airbnb.es/rooms/51810104?adults=2&children=0&infants=0&check_in=2022-05-27&check_out=2022-06-03&federated_search_id=244e9077-8c5e-4689-8a4f-a3876a3217b7&source_impression_id=p3_1646303367_FIOtLFMDlRxt0Cw7,4 huéspedes · 1 dormitorio · 1 cama · 1 baño,"['28.3723,-16.7139']",62€
34815573,Casa Chano Estudio confortable Tenerife,https://www.airbnb.es/rooms/34815573?adults=2&children=0&infants=0&check_in=2022-05-14&check_out=2022-05-21&federated_search_id=d61e7a70-34c6-4d85-be4b-e4b36197073f&source_impression_id=p3_1646303410_p5hdL%2B8Sf1tYZWN6,3 huéspedes · 1 dormitorio · 1 cama · 1 baño,"['28.37047,-16.71943']",55€ 
6566800?,"Vistas al mar / Teide, terraza, wifi, conserje [B]",https://www.airbnb.es/rooms/6566800?adults=2&children=0&infants=0&check_in=2022-05-14&check_out=2022-05-21&federated_search_id=244e9077-8c5e-4689-8a4f-a3876a3217b7&source_impression_id=p3_1646303391_F7RCdUNTVjiUEzH6,4 huéspedes · 2 dormitorios · 3 camas · 2 baños,[],106€
39649580,Sea Loft,https://www.airbnb.es/rooms/39649580?adults=2&children=0&infants=0&check_in=2022-05-19&check_out=2022-05-26&federated_search_id=d61e7a70-34c6-4d85-be4b-e4b36197073f&source_impression_id=p3_1646303421_%2BQfUE%2B5jpq946U%2Fw,3 huéspedes · 1 dormitorio · 2 camas · 1 baño,"['28.37728,-16.72338']",30€
3355047?,The Cactus House - Nature & Relax,https://www.airbnb.es/rooms/3355047?adults=2&children=0&infants=0&check_in=2022-05-20&check_out=2022-05-27&federated_search_id=d61e7a70-34c6-4d85-be4b-e4b36197073f&source_impression_id=p3_1646303433_rBj1v4UgtFGeVQJ1,4 huéspedes · 2 dormitorios · 3 camas · 1 baño,"['28.3714,-16.6725']",52€
24981179,Casa Mannheim,https://www.airbnb.es/rooms/24981179?adults=2&children=0&infants=0&check_in=2022-05-06&check_out=2022-05-13&federated_search_id=d61e7a70-34c6-4d85-be4b-e4b36197073f&source_impression_id=p3_1646303445_YArfXPYTRQiak5yQ,2 huéspedes · 1 dormitorio · 3 camas · 1 baño,"['28.38767,-16.68594']",50€
35536601,Villa Gardel - Apartamento Mango,https://www.airbnb.es/rooms/35536601?adults=2&children=0&infants=0&check_in=2022-05-28&check_out=2022-06-04&federated_search_id=d61e7a70-34c6-4d85-be4b-e4b36197073f&source_impression_id=p3_1646303457_9ggaPKsn%2B%2Bi13xG9,2 huéspedes · 1 dormitorio · 1 cama · 1 baño,"['28.38113,-16.70004']",75€ 
