,hex_id,value,geometry
66,873441205ffffff,0,"{'type': 'Polygon', 'coordinates': [((-16.86840507230817, 28.275713624326777), (-16.878467495558063, 28.265238590508986), (-16.873345190360627, 28.252441752166547), (-16.858164174319676, 28.25011915822264), (-16.848101882598584, 28.260591958336317), (-16.85322047456667, 28.273389585772485), (-16.86840507230817, 28.275713624326777))]}"
67,87344cda0ffffff,0,"{'type': 'Polygon', 'coordinates': [((-16.50464374833879, 28.43582837889887), (-16.514752813085316, 28.425384625802604), (-16.50968172751217, 28.412574090399254), (-16.494505330785003, 28.41020656056578), (-16.48439645850348, 28.4206480846172), (-16.489463789673238, 28.433459367215963), (-16.50464374833879, 28.43582837889887))]}"
68,87344cd06ffffff,0,"{'type': 'Polygon', 'coordinates': [((-16.383235699868557, 28.452891317763033), (-16.393356012257836, 28.442458865687698), (-16.388304214190025, 28.429646069382333), (-16.37313586781221, 28.42726499080042), (-16.363015768098776, 28.43769521460009), (-16.368063801281554, 28.4505087449246), (-16.383235699868557, 28.452891317763033))]}"
69,87344cc11ffffff,0,"{'type': 'Polygon', 'coordinates': [((-16.448952142166235, 28.258904100598745), (-16.459045146056518, 28.248469168158863), (-16.45399353087173, 28.23566882653608), (-16.438852654451406, 28.233302671476352), (-16.428759851450614, 28.243735370479612), (-16.4338077231772, 28.256536457647417), (-16.448952142166235, 28.258904100598745))]}"
70,87344cd14ffffff,0,"{'type': 'Polygon', 'coordinates': [((-16.428762148274895, 28.460029979575406), (-16.438879811092583, 28.449593026210216), (-16.433819996458656, 28.436780257772323), (-16.418646280323784, 28.434403703726254), (-16.408528822667645, 28.44483842886816), (-16.413584875176763, 28.45765193594735), (-16.428762148274895, 28.460029979575406))]}"
71,87344cda5ffffff,0,"{'type': 'Polygon', 'coordinates': [((-16.479351855378734, 28.44390085712367), (-16.489463789673238, 28.433459367215963), (-16.48439645850348, 28.4206480846172), (-16.469220949210293, 28.418277547249563), (-16.45910921161222, 28.428716808383225), (-16.464172785800958, 28.44152883532724), (-16.479351855378734, 28.44390085712367))]}"
72,87344cd05ffffff,0,"{'type': 'Polygon', 'coordinates': [((-16.337725391288746, 28.445739076054245), (-16.347848337967303, 28.43531112841163), (-16.342804557476665, 28.422498315111028), (-16.327641597131407, 28.420112719723015), (-16.317518870634178, 28.430538439046444), (-16.322558883497432, 28.44335198174367), (-16.337725391288746, 28.445739076054245))]}"
73,873441245ffffff,0,"{'type': 'Polygon', 'coordinates': [((-16.726463891421105, 28.16984413059278), (-16.73652532437876, 28.159384740370307), (-16.7314327006796, 28.14659278711166), (-16.716282358344174, 28.14425944699746), (-16.706221080071437, 28.154716600978222), (-16.711309988635595, 28.167509330987183), (-16.726463891421105, 28.16984413059278))]}"
74,87344c534ffffff,0,"{'type': 'Polygon', 'coordinates': [((-16.640556767740964, 28.132570265585134), (-16.650620601655678, 28.122119790810867), (-16.645544386448123, 28.1093292268281), (-16.63040805498576, 28.106988368649134), (-16.620344389803623, 28.117436606368532), (-16.625416886542556, 28.130227938992764), (-16.640556767740964, 28.132570265585134))]}"
75,87344cc10ffffff,0,"{'type': 'Polygon', 'coordinates': [((-16.469153108382052, 28.274072060410994), (-16.479246309893956, 28.263634894869604), (-16.474190457507376, 28.2508338225625), (-16.459045146056518, 28.248469168158863), (-16.448952142166235, 28.258904100598745), (-16.454004251300397, 28.271705920212263), (-16.469153108382052, 28.274072060410994))]}"
76,87344125dffffff,0,"{'type': 'Polygon', 'coordinates': [((-16.761601946192883, 28.115212555793597), (-16.771654408534843, 28.104751041220247), (-16.766559117058495, 28.09196286065808), (-16.751415070295117, 28.08963541262698), (-16.741362756645245, 28.100094689537784), (-16.74645434025297, 28.112883651815057), (-16.761601946192883, 28.115212555793597))]}"
77,87344120cffffff,0,"{'type': 'Polygon', 'coordinates': [((-16.853046114926784, 28.237323004290406), (-16.863105359864985, 28.226850234133536), (-16.857987833243648, 28.214055557495573), (-16.84281477203567, 28.21173286229661), (-16.832755661056623, 28.222203397787904), (-16.8378694765052, 28.23499886281795), (-16.853046114926784, 28.237323004290406))]}"
78,87344c5acffffff,0,"{'type': 'Polygon', 'coordinates': [((-16.710846472747072, 28.023376512493442), (-16.720892411396704, 28.01292181113589), (-16.715810831799374, 28.000138826711144), (-16.70068701672955, 27.997809764734633), (-16.69064123482235, 28.008262226184094), (-16.695719110433657, 28.021045989190206), (-16.710846472747072, 28.023376512493442))]}"
79,87344cd1bffffff,0,"{'type': 'Polygon', 'coordinates': [((-16.403494325505125, 28.359918791634218), (-16.41360239506348, 28.349486187146013), (-16.4085525583209, 28.336679215071115), (-16.393398406647826, 28.33430410878939), (-16.383290545963856, 28.344734482550177), (-16.38833662727444, 28.35754219298766), (-16.403494325505125, 28.359918791634218))]}"
80,87344cd8dffffff,0,"{'type': 'Polygon', 'coordinates': [((-16.47928847615604, 28.33572600808319), (-16.489387979348404, 28.32528663843408), (-16.484326891665216, 28.312481898536365), (-16.469170047733193, 28.310115781050307), (-16.459070740763217, 28.32055291914836), (-16.464128080695914, 28.333358405952154), (-16.47928847615604, 28.33572600808319))]}"
