,Spot,lat,lng,cat,hex_id_7,geometry_7,hex_id_8,geometry_8,centr7_lat,centr7_lng,centr8_lat,centr8_lng,Atracciones naturales,Cultural,Golf,Parques y ocio,Playas destacadas,Transporte,Zonas comerciales
10,Palmetum jardín botánico,28.45223868481913,-16.256290830220635,Atracciones naturales,87346a6d3ffffff,"{'type': 'Polygon', 'coordinates': [((-16.261842772917007, 28.469838919035837), (-16.271974239227962, 28.45941782006166), (-16.266941769261127, 28.44660282714102), (-16.251781607444045, 28.44420821203566), (-16.24165037400648, 28.454627083569928), (-16.24667906871202, 28.46744279731499), (-16.261842772917007, 28.469838919035837))]}",88346a6d31fffff,"{'type': 'Polygon', 'coordinates': [((-16.25680137492342, 28.46217335359515), (-16.26186223658814, 28.45953830544011), (-16.26187196671205, 28.45438815168113), (-16.256821427790054, 28.451873155658774), (-16.251760965613666, 28.454507993886416), (-16.251750642883145, 28.459658038041212), (-16.25680137492342, 28.46217335359515))]}",28.457023203582228,-16.25681140194458,28.457023203582228,-16.256811401944574,1,0,0,0,0,0,0
11,Barranco del infierno,28.12695435112433,-16.723876697971896,Atracciones naturales,873441241ffffff,"{'type': 'Polygon', 'coordinates': [((-16.7314327006796, 28.14659278711166), (-16.741491092228543, 28.136133430406186), (-16.7363989884729, 28.12334297074947), (-16.721252205153405, 28.12101108965112), (-16.71119396738682, 28.131468209521266), (-16.716282358344174, 28.14425944699746), (-16.7314327006796, 28.14659278711166))]}",8834412413fffff,"{'type': 'Polygon', 'coordinates': [((-16.72128651730517, 28.131307790901634), (-16.726324207858468, 28.12865306102891), (-16.726306756600287, 28.12350465974822), (-16.721252205153405, 28.12101108965112), (-16.716214902895487, 28.12366560322969), (-16.716231763799787, 28.128813903176656), (-16.72128651730517, 28.131307790901634))]}",28.13380156969908,-16.726341661157402,28.126159386563256,-16.721269360226266,1,0,0,0,0,0,0
12,Sendero el bosque encantado,28.55629664265511,-16.179700057199504,Atracciones naturales,87346a61bffffff,"{'type': 'Polygon', 'coordinates': [((-16.19077007355638, 28.578824429231712), (-16.200919483630805, 28.568408218875422), (-16.195892674620055, 28.55558603905959), (-16.180720244573386, 28.55317935854107), (-16.170571079746427, 28.563593344552974), (-16.17559409891843, 28.576416235092317), (-16.19077007355638, 28.578824429231712))]}",88346a61b3fffff,"{'type': 'Polygon', 'coordinates': [((-16.180691239083213, 28.563481851860004), (-16.185758577920737, 28.560850133459063), (-16.18577278386224, 28.555698831304472), (-16.180720244573386, 28.55317935854107), (-16.175653307487615, 28.55581086825947), (-16.175638507951412, 28.560962059401252), (-16.180691239083213, 28.563481851860004))]}",28.566001536051456,-16.18574437031169,28.55833055496321,-16.180705742679407,1,0,0,0,0,0,0
13,Masca,28.30536643891842,-16.84027810832332,Atracciones naturales,873441220ffffff,"{'type': 'Polygon', 'coordinates': [((-16.85851729055782, 28.322261848217693), (-16.868585814102754, 28.3117867684615), (-16.863462439656185, 28.29898699236323), (-16.84827425876019, 28.296661508729127), (-16.838205868525517, 28.307134355970366), (-16.843325525052744, 28.319934919034974), (-16.85851729055782, 28.322261848217693))]}",883441221dfffff,"{'type': 'Polygon', 'coordinates': [((-16.838205868525517, 28.307134355970366), (-16.843252483377224, 28.30447464461857), (-16.84322814185838, 28.299321429107696), (-16.83815777873482, 28.296828024498147), (-16.833111551632655, 28.299487518996116), (-16.833135299914943, 28.3046406349345), (-16.838205868525517, 28.307134355970366))]}",28.30946132145077,-16.853394977253885,28.301981137865333,-16.838181822221266,1,0,0,0,0,0,0
14,Cueva del viento,28.352089813622687,-16.70392373731244,Atracciones naturales,873441362ffffff,"{'type': 'Polygon', 'coordinates': [((-16.706906568402236, 28.371059065742628), (-16.71699255044875, 28.36059732961035), (-16.711891522899343, 28.34779287422739), (-16.69670824613072, 28.34544938469672), (-16.68662242272632, 28.355908889727914), (-16.69171971663009, 28.368714115062883), (-16.706906568402236, 28.371059065742628))]}",8834413627fffff,"{'type': 'Polygon', 'coordinates': [((-16.706857493019555, 28.355599900666864), (-16.711908173224078, 28.352945720596498), (-16.711891522899343, 28.34779287422739), (-16.70682478568523, 28.345294309767617), (-16.701774496018206, 28.347948274588138), (-16.70179055303864, 28.353101019095398), (-16.706857493019555, 28.355599900666864))]}",28.35825386749669,-16.701806611941485,28.350447053248644,-16.706841138393873,1,0,0,0,0,0,0
15,Punta de teno,28.343467207523727,-16.922763141948042,Atracciones naturales,873441234ffffff,"{'type': 'Polygon', 'coordinates': [((-16.924436150944377, 28.344355438317717), (-16.93450200079034, 28.333873682297106), (-16.929366405860947, 28.32107335513725), (-16.914168674954695, 28.31875399033889), (-16.90410294753204, 28.32923351436563), (-16.90923482776492, 28.342034634859925), (-16.924436150944377, 28.344355438317717))]}",883441234dfffff,"{'type': 'Polygon', 'coordinates': [((-16.924436150944377, 28.344355438317717), (-16.929484031452674, 28.34169208386019), (-16.92945461988268, 28.336537245254817), (-16.92437792192874, 28.334045859237055), (-16.919330427941258, 28.336708996065045), (-16.91935924539709, 28.34186373651731), (-16.924436150944377, 28.344355438317717))]}",28.33155435983647,-16.919301613864157,28.33920059668414,-16.92440703472962,1,0,0,0,0,0,0
16,Los roques de garcia,28.25454325584015,-16.625387518955293,Atracciones naturales,87344ccb2ffffff,"{'type': 'Polygon', 'coordinates': [((-16.635822029053298, 28.263945805805857), (-16.64590125468054, 28.2534930029406), (-16.640818246640787, 28.240694279444696), (-16.625659742098588, 28.238347593450786), (-16.615580686492812, 28.248798162599225), (-16.620659964595628, 28.26159765112935), (-16.635822029053298, 28.263945805805857))]}",88344ccb29fffff,"{'type': 'Polygon', 'coordinates': [((-16.625717652866218, 28.264097263204697), (-16.63076385227816, 28.261446516865718), (-16.630751972234155, 28.256296373211725), (-16.625694484491174, 28.253797078995756), (-16.620648676253552, 28.25644761059722), (-16.620659964595628, 28.26159765112935), (-16.625717652866218, 28.264097263204697))]}",28.25114633493004,-16.630740093580993,28.258947118435653,-16.625706068000532,1,0,0,0,0,0,0
17,Taganana,28.560463545148654,-16.218296807794133,Atracciones naturales,87346a6f4ffffff,"{'type': 'Polygon', 'coordinates': [((-16.21609641790286, 28.57081339215353), (-16.22624299606327, 28.56039487421875), (-16.221212399751135, 28.547573407992033), (-16.206039011778774, 28.54516974577585), (-16.195892674620055, 28.55558603905959), (-16.200919483630805, 28.568408218875422), (-16.21609641790286, 28.57081339215353))]}",88346a6f45fffff,"{'type': 'Polygon', 'coordinates': [((-16.221176017973672, 28.56302832519681), (-16.22624299606327, 28.56039487421875), (-16.226254827131914, 28.555243129719404), (-16.22120027391542, 28.55272494650566), (-16.216133696861124, 28.5553581883535), (-16.216121272000365, 28.560509822522704), (-16.221176017973672, 28.56302832519681))]}",28.557991211242346,-16.211066925717073,28.55787658560071,-16.221188146656356,1,0,0,0,0,0,0
18,Drago milenario,28.366614204265233,-16.72228381858671,Atracciones naturales,873441375ffffff,"{'type': 'Polygon', 'coordinates': [((-16.72719938020515, 28.38620838254524), (-16.7372855175788, 28.375744415669914), (-16.732180236416482, 28.362939275226648), (-16.71699255044875, 28.36059732961035), (-16.706906568402236, 28.371059065742628), (-16.71200811617663, 28.38386497790658), (-16.72719938020515, 28.38620838254524))]}",8834413757fffff,"{'type': 'Polygon', 'coordinates': [((-16.72714672517175, 28.37074767458095), (-16.73219807975536, 28.368092636300542), (-16.732180236416482, 28.362939275226648), (-16.7271116321051, 28.360441053946797), (-16.722060667829645, 28.36309587681884), (-16.722077917568196, 28.36824913635619), (-16.72714672517175, 28.37074767458095))]}",28.37340249955911,-16.72209516932942,28.365594312409502,-16.72712917760977,1,0,0,0,0,0,0
19,Playa del duque,28.091431322848276,-16.74394741513897,Playas destacadas,87344124affffff,"{'type': 'Polygon', 'coordinates': [((-16.741362756645245, 28.100094689537784), (-16.751415070295117, 28.08963541262698), (-16.746324007039178, 28.076847951504472), (-16.73118433745175, 28.074518987008574), (-16.721132175783016, 28.084976025899863), (-16.7262195309082, 28.097764266979063), (-16.741362756645245, 28.100094689537784))]}",88344124adfffff,"{'type': 'Polygon', 'coordinates': [((-16.741362756645245, 28.100094689537784), (-16.746398470102346, 28.097439132810056), (-16.746379851072565, 28.092291175463384), (-16.74132610862214, 28.08979887577492), (-16.73629078282747, 28.092454215869324), (-16.736308811831446, 28.097602072262628), (-16.741362756645245, 28.100094689537784))]}",28.087306467430064,-16.736272755930745,28.094946728697664,-16.741344431562727,0,0,0,0,1,0,0
20,Playa de las teresitas,28.509911212453254,-16.1848039665359,Playas destacadas,87346a6c4ffffff,"{'type': 'Polygon', 'coordinates': [((-16.180821710194067, 28.51712380362368), (-16.19096473279677, 28.506709657284162), (-16.185943125198005, 28.493891068832646), (-16.170782279433777, 28.491485915239185), (-16.160639503381123, 28.501897835668704), (-16.16565732574457, 28.514717135266068), (-16.180821710194067, 28.51712380362368))]}",88346a6c4dfffff,"{'type': 'Polygon', 'coordinates': [((-16.180821710194067, 28.51712380362368), (-16.185886371397604, 28.514492039467665), (-16.18590056234434, 28.509341644867504), (-16.180850685068457, 28.506823125353808), (-16.1757864251901, 28.509454680639124), (-16.175771641274896, 28.514604964286267), (-16.180821710194067, 28.51712380362368))]}",28.50430449822608,-16.175801207371165,28.511973413890093,-16.18083619848103,0,0,0,0,1,0,0
21,Playa de las vistas,28.052740939799794,-16.72440898419484,Playas destacadas,87344c5a5ffffff,"{'type': 'Polygon', 'coordinates': [((-16.72609750055084, 28.061732249789266), (-16.7361466266255, 28.0512752577632), (-16.73106030815362, 28.03849002817517), (-16.715928568855137, 28.036161011017512), (-16.70587959714573, 28.046615764078368), (-16.71096220955892, 28.059401772934383), (-16.72609750055084, 28.061732249789266))]}",88344c5a5dfffff,"{'type': 'Polygon', 'coordinates': [((-16.72609750055084, 28.061732249789266), (-16.731131169616674, 28.059077353679335), (-16.73111345114624, 28.053930359401), (-16.72606265306478, 28.051438362372195), (-16.721029371596078, 28.054093041861204), (-16.72104650062238, 28.059239934977082), (-16.72609750055084, 28.061732249789266))]}",28.048946257287387,-16.72101224457091,28.05658525182801,-16.72608007578993,0,0,0,0,1,0,0
22,Playa el medano,28.04038350500646,-16.54264026092277,Playas destacadas,87344c528ffffff,"{'type': 'Polygon', 'coordinates': [((-16.53958114263464, 28.05689431738796), (-16.5496441001799, 28.04645503134086), (-16.544589002905244, 28.03366816656205), (-16.529474666903372, 28.031319827639216), (-16.519411894422134, 28.041756874914498), (-16.524463272076687, 28.054544499553938), (-16.53958114263464, 28.05689431738796))]}",88344c5285fffff,"{'type': 'Polygon', 'coordinates': [((-16.544609457019934, 28.049102312275803), (-16.5496441001799, 28.04645503134086), (-16.549636987515093, 28.041310209665856), (-16.54459582014732, 28.038812773119833), (-16.539561567691674, 28.041459839340668), (-16.539568091910667, 28.046604556798897), (-16.544609457019934, 28.049102312275803))]}",28.044106695256907,-16.534527118380062,28.043957488384258,-16.5446026381855,0,0,0,0,1,0,0
